,Restaurant Name,Negative Sentiment,Positive Sentiment,Address
11678,Sadiaâ€™s Kitchen,5,15,"Dhaka, Bangladesh"
11679,Sadik Food Court,20,0,"Dhaka, Bangladesh"
11680,Sadik's Kitchen,4,16,"Dhaka, Bangladesh"
11681,Sadika's Kitchen,13,7,"Dhaka, Bangladesh"
11682,Sadiq's Asian Kitchen,6,14,"Dhaka, Bangladesh"
11683,Sadiya's Cooking & Sweets,3,17,"Dhaka, Bangladesh"
11684,Sadiya's Home Kitchen,9,11,"Dhaka, Bangladesh"
11685,Sadyo Food Station,6,14,"Dhaka, Bangladesh"
11686,Safa's Kitchen,17,3,"Dhaka, Bangladesh"
11687,Safe Food,1,19,"Dhaka, Bangladesh"
11688,Safe and Save,16,4,"Dhaka, Bangladesh"
11689,Saffron,14,6,"Dhaka, Bangladesh"
11690,Saffron Chinese Restaurant,1,19,"Dhaka, Bangladesh"
11691,Saffron Fast Food And Restaurant,19,1,"Dhaka, Bangladesh"
11692,Saffron Restaurant,14,6,"Dhaka, Bangladesh"
11693,Saffron Restaurant - Sylhet,15,5,"Dhaka, Bangladesh"
11694,Safi Fast Food - 2,16,4,"Dhaka, Bangladesh"
11695,Safi Fresh,17,3,"Dhaka, Bangladesh"
11696,Safia Kitchen,11,9,"Dhaka, Bangladesh"
11697,Safiah Food Corner (Food Cart),2,18,"Dhaka, Bangladesh"
11698,Safin Home Made Food,1,19,"Dhaka, Bangladesh"
11699,Safwan Home Kitchen,11,9,"Dhaka, Bangladesh"
11700,Safwan's Kitchen,12,8,"Dhaka, Bangladesh"
11701,Sagar Puri House,10,10,"Dhaka, Bangladesh"
11702,Sagor Cake House,13,7,"Dhaka, Bangladesh"
11703,Sagor Cooling Corner,15,5,"Dhaka, Bangladesh"
11704,Sagor Mojadar Chotpoti & Fuchka House,6,14,"Dhaka, Bangladesh"
11705,Sagor Shaikat Convention Hall,9,11,"Dhaka, Bangladesh"
11706,Sagor Sweets- Post Office Mor,13,7,"Dhaka, Bangladesh"
11707,Saha Fast Food and Restaurant,9,11,"Dhaka, Bangladesh"
11708,Sahabi Pizza & Burger House,14,6,"Dhaka, Bangladesh"
11709,Sahajalal Fuska House,10,10,"Dhaka, Bangladesh"
11710,Sahajalal Kitchen,16,4,"Dhaka, Bangladesh"
11711,Sahana's Kitchen,5,15,"Dhaka, Bangladesh"
11712,Sahebiyana Kacchi,9,11,"Dhaka, Bangladesh"
11713,Saheen's Kitchen,18,2,"Dhaka, Bangladesh"
11714,Saherunbagh Kashmiri Biryani House,6,14,"Dhaka, Bangladesh"
11715,Sahi Halim Chotpoti & Fuchka,13,7,"Dhaka, Bangladesh"
11716,Sahin's Kitchen,6,14,"Dhaka, Bangladesh"
11717,Sahira's Kitchen & Biryani House,9,11,"Dhaka, Bangladesh"
11718,Saidul's Restaurant,14,6,"Dhaka, Bangladesh"
11719,Saif Fast Food,7,13,"Dhaka, Bangladesh"
11720,Saif Fast Food and Coffee Shop,8,12,"Dhaka, Bangladesh"
11721,Saiful Fast Food,16,4,"Dhaka, Bangladesh"
11722,Saika Kitchen,1,19,"Dhaka, Bangladesh"
11723,Saima's Kitchen,7,13,"Dhaka, Bangladesh"
11724,Saima's Pithaghor,6,14,"Dhaka, Bangladesh"
11725,Saimun Juice and Coffee House,14,6,"Dhaka, Bangladesh"
11726,Saint's Cafe,12,8,"Dhaka, Bangladesh"
11727,Saira's Kitchen,1,19,"Dhaka, Bangladesh"
11728,Saiyara's Kitchen,9,11,"Dhaka, Bangladesh"
11729,Sajeda's Kitchen,6,14,"Dhaka, Bangladesh"
11730,Sajib Vayer Nogod Chotpoti House,4,16,"Dhaka, Bangladesh"
11731,Sakfa's Cooking,18,2,"Dhaka, Bangladesh"
11732,Sakhora Pizza & Burger,3,17,"Z/16 Tajmahal Road, Mohammadpur, 1207 Dhaka"
11733,Sakib Tehari Ghor,12,8,"Dhaka, Bangladesh"
11734,Sakib Tehari Ghor - Mazar Road,5,15,"Dhaka, Bangladesh"
11735,Sakib's Kitchen - Jatrabari,3,17,"Dhaka, Bangladesh"
11736,Salad & Eatery,2,18,"Dhaka, Bangladesh"
11737,Salad Bar,19,1,"Dhaka, Bangladesh"
11738,Salad The Healthy Food,5,15,"Dhaka, Bangladesh"
11739,Salam Bakery & Confectionery,7,13,"Dhaka, Bangladesh"
11740,Salam's Kitchen - Uttara,16,4,"Dhaka, Bangladesh"
11741,Saleha's Kitchen,14,6,"Dhaka, Bangladesh"
11742,Salima's Kitchen,7,13,"Dhaka, Bangladesh"
11743,Salimar Garden,10,10,"Dhaka, Bangladesh"
11744,Sallu Bhai'er Special Jhal Muri & Special Bhuna Khichuri,11,9,"Dhaka, Bangladesh"
11745,Salma Kitchen,10,10,"Dhaka, Bangladesh"
11746,Salma's Cooking,3,17,"Dhaka, Bangladesh"
11747,Salma's Home Kitchen,5,15,"Dhaka, Bangladesh"
11748,Salma's Kitchen,16,4,"Dhaka, Bangladesh"
11749,Salman's Burger & Pizza Shop,8,12,"Dhaka, Bangladesh"
11750,Salmaâ€™s Home Kitchen,18,2,"Dhaka, Bangladesh"
11751,Salsabil Sweets,18,2,"Dhaka, Bangladesh"
11752,Salt & Butter Restaurant,19,1,"Dhaka, Bangladesh"
11753,Salt & Sugar,8,12,"Dhaka, Bangladesh"
11754,Salt & Sugar- Halishahar,12,8,"Dhaka, Bangladesh"
11755,Salt Bae,13,7,"Dhaka, Bangladesh"
11756,Salt Bistro & Cafe,18,2,"Dhaka, Bangladesh"
11757,Salt N Pepper 2 - Bashundhara,11,9,"Dhaka, Bangladesh"
11758,Salt Restaurant,8,12,"Dhaka, Bangladesh"
11759,Salt Restaurant (Pandago),9,11,"Dhaka, Bangladesh"
11760,Salt n Pepper - Bashundhara,9,11,"Plot No. 100, Road No. 2, Block A, Bashundhara, Dhaka, 1229 Dhaka"
11778,Salt n' Grill - Pallabi,13,7,"Dhaka, Bangladesh"
11779,Saltanat Restaurant,6,14,"Dhaka, Bangladesh"
11780,Salted Delight,13,7,"Dhaka, Bangladesh"
11781,Saltu Mamar Dawat Azimpur,17,3,"Dhaka, Bangladesh"
11782,Saltu Mamar Dawat-Hussaini Dalan,10,10,"Dhaka, Bangladesh"
11783,Saltu Mamar Kebab,11,9,"Dhaka, Bangladesh"
11784,Salty Multi Cuisine Restaurant,15,5,"Dhaka, Bangladesh"
11785,Salzillo,9,11,"Dhaka, Bangladesh"
11786,Sam International,8,12,"Dhaka, Bangladesh"
11787,Sama's Kitchen,9,11,"Dhaka, Bangladesh"
11788,Samadia's,9,11,"Dhaka, Bangladesh"
11789,Samaira's Kitchen,5,15,"Dhaka, Bangladesh"
11790,Sambos,5,15,"Dhaka, Bangladesh"
11791,Samdado Japanese Cuisine,8,12,"Dhaka, Bangladesh"
11792,Samdiyah Foods,16,4,"Dhaka, Bangladesh"
11793,Sami's Kitchen,14,6,"Dhaka, Bangladesh"
11794,Samia Kitchen,6,14,"Dhaka, Bangladesh"
11795,Samia'r Heshel,13,7,"Banani DOHS - Western Road , House 31 , Flat - 6b , Opposite of Banani DOHS Community Center., 1213 Dhaka"
11798,Samiha's Dessert,3,17,"Dhaka, Bangladesh"
11799,Samiha's Kitchen,14,6,"Dhaka, Bangladesh"
11800,Samihaâ€™s Kebab & Biryani Mahal,16,4,"Dhaka, Bangladesh"
11801,Samir Amir Fast Food,14,6,"Dhaka, Bangladesh"
11802,Samir Amis Fast Food- Agrabad,12,8,"Dhaka, Bangladesh"
11803,Samit Mom's Kitchen,11,9,"Dhaka, Bangladesh"
11804,Samiya's Moms Kitchen,15,5,"Dhaka, Bangladesh"
11805,Sampan Restaurant & Cafe,12,8,"Dhaka, Bangladesh"
11806,Sampan Roof Top Restaurant,11,9,"Dhaka, Bangladesh"
11807,Samroj's Kitchen,19,1,"Dhaka, Bangladesh"
11808,Samurai Sushi Kitchen - Baridhara,7,13,"Dhaka, Bangladesh"
11809,Sana's Territory,15,5,"Dhaka, Bangladesh"
11810,Sanama Sweets and Jilapi,16,4,"Dhaka, Bangladesh"
11811,Sanamâ€™s Kitchen,13,7,"Dhaka, Bangladesh"
11812,Sand Crab Beach Restaurant,20,0,"Dhaka, Bangladesh"
11813,Sandwich Mama Mirpur,20,0,"Dhaka, Bangladesh"
11814,Sandwich Mama-Mirpur 10,17,3,"Dhaka, Bangladesh"
11815,Sangita Food Point,18,2,"Dhaka, Bangladesh"
11816,Sanha Meal Service,4,16,"Dhaka, Bangladesh"
11817,Sani Chotpoti Fuchka & Haleem,11,9,"Dhaka, Bangladesh"
11818,Saniya's Kitchen,16,4,"Dhaka, Bangladesh"
11819,Sanjana's Kitchen,2,18,"Dhaka, Bangladesh"
11820,Sanjid's Kitchen,7,13,"Dhaka, Bangladesh"
11821,Sanjida Home Kitchen,3,17,"Dhaka, Bangladesh"
11822,Sanjida's Home Kitchen,20,0,"Dhaka, Bangladesh"
11823,Sanjida's Kitchen,9,11,"Dhaka, Bangladesh"
11824,Sanki,4,16,"Dhaka, Bangladesh"
11825,Sanowar Restaurant,10,10,"Dhaka, Bangladesh"
11826,Santa's Kitchen,12,8,"Dhaka, Bangladesh"
11827,Santi Restora,1,19,"Dhaka, Bangladesh"
11828,Santoor,15,5,"Dhaka, Bangladesh"
11829,Santorini,16,4,"Dhaka, Bangladesh"
11830,Sanu's Kitchen,16,4,"Dhaka, Bangladesh"
11831,Sanzida's Kitchen - Gazipur,2,18,"Dhaka, Bangladesh"
11832,Sao 26,3,17,"Dhaka, Bangladesh"
11833,Saoum Food Service,2,18,"Dhaka, Bangladesh"
11834,Sara Home Kitchen,14,6,"Dhaka, Bangladesh"
11835,Sara's Food,8,12,"Dhaka, Bangladesh"
11836,Sara's Kitchen,2,18,"Dhaka, Bangladesh"
11837,Sara's Kitchen - Sirajganj,16,4,"Dhaka, Bangladesh"
11838,Sarabela Biryani House -01,8,12,"Dhaka, Bangladesh"
11839,Sarbick Food Village,1,19,"Dhaka, Bangladesh"
11840,Sarinda Pizza Shuttle,8,12,"Dhaka, Bangladesh"
11841,Sarinda Restaurant,11,9,"Dhaka, Bangladesh"
11842,Sarita's Ambrosial,19,1,"Dhaka, Bangladesh"
11843,Sarmin Cooking,13,7,"Dhaka, Bangladesh"
11844,Sarowar Hotel,2,18,"Dhaka, Bangladesh"
11845,Sat Sotero Restaurant,15,5,"Dhaka, Bangladesh"
11846,Sat Tara Hotel & Restaurant,9,11,"Dhaka, Bangladesh"
11847,Sathi's Home Kitchen,13,7,"Dhaka, Bangladesh"
11848,Sathi's Kitchen,1,19,"Dhaka, Bangladesh"
11849,Satkhira Chotpoti House & Chop Center,16,4,"Dhaka, Bangladesh"
11850,Satkhira Ghosh Dairy,9,11,"Dhaka, Bangladesh"
11851,Satrong Cooking Center,1,19,"Dhaka, Bangladesh"
11852,Sauce N Chili,3,17,"Dhaka, Bangladesh"
11853,Sauda Moni Fuchka House,19,1,"Dhaka, Bangladesh"
11854,Saudagor Fast Food Thai Chinese & Pastry Shop,2,18,"Dhaka, Bangladesh"
11855,Saudia Restora,7,13,"Dhaka, Bangladesh"
11856,Sausage World,5,15,"Dhaka, Bangladesh"
11857,Sausly's Foods - Uttara,20,0,"Dhaka, Bangladesh"
11858,Savage Point,4,16,"Dhaka, Bangladesh"
11859,Savannah by Midori,15,5,"Dhaka, Bangladesh"
11860,Savar Food Land,3,17,"Dhaka, Bangladesh"
11861,Savar Food Zone,1,19,"Dhaka, Bangladesh"
11862,Savar Hotel & Restaurant - Lokitulla,10,10,"Dhaka, Bangladesh"
11863,Savar Nightingale Chinese & Fast Food Restaurant,1,19,"Dhaka, Bangladesh"
11864,Savor Food - Mirpur,18,2,"Dhaka, Bangladesh"
11865,Sawda & Laiba's Kitchen,19,1,"Dhaka, Bangladesh"
11866,Say Bismillah,2,18,"Dhaka, Bangladesh"
11867,Sayba's Kitchen,14,6,"Dhaka, Bangladesh"
11868,Sayeb's Rannaghor,8,12,"Dhaka, Bangladesh"
11869,Sayed Sadik Juice & Coffee House,4,16,"Dhaka, Bangladesh"
11870,Sayeda's Kitchen,19,1,"Dhaka, Bangladesh"
11871,Sayeem Biryani House,20,0,"Dhaka, Bangladesh"
11872,Sayera Kacchi Ghor & Grill House,5,15,"Dhaka, Bangladesh"
11873,Sayera's Cooking,6,14,"Dhaka, Bangladesh"
11874,Sayka's Handi,11,9,"Dhaka, Bangladesh"
11875,Saylaâ€™s Kitchen,10,10,"Dhaka, Bangladesh"
11876,Sayma Akter Tity Hotel,14,6,"Dhaka, Bangladesh"
11877,Saymaâ€™s Kitchen,16,4,"Dhaka, Bangladesh"
11878,Sayra Restaurant & Biryani House,8,12,"Dhaka, Bangladesh"
11879,Sayra's Kitchen,3,17,"Dhaka, Bangladesh"
11880,Sazeda's Kitchen,5,15,"Dhaka, Bangladesh"
11881,Sazid Food - Tangail,7,13,"Dhaka, Bangladesh"
11882,Sazzad Chotpoti & Fuchka,15,5,"Dhaka, Bangladesh"
11883,Scam Chef - Bashundhara,15,5,"Dhaka, Bangladesh"
11884,School Time,16,4,"Dhaka, Bangladesh"
11885,Scientist Kitchen,10,10,"Dhaka, Bangladesh"
11886,Scooper,1,19,"Dhaka, Bangladesh"
11887,Scrummy Yummy,16,4,"Dhaka, Bangladesh"
11888,Sea Arabian,9,11,"Dhaka, Bangladesh"
11889,Sea Fish Restaurant & Biryani House,3,17,"Dhaka, Bangladesh"
11890,Sea Food & Kabab Restaurant,3,17,"Dhaka, Bangladesh"
11891,Sea Food Club,18,2,"Dhaka, Bangladesh"
11892,Sea Food Zone,12,8,"Dhaka, Bangladesh"
11893,Sea Spice,13,7,"Dhaka, Bangladesh"
11894,Seafood N Thai House,12,8,"Dhaka, Bangladesh"
11895,Seafood Spicy,2,18,"Dhaka, Bangladesh"
11896,Seagull Restaurant,12,8,"Dhaka, Bangladesh"
11897,Second Cup Coffee - Dhanmondi,20,0,"Dhaka, Bangladesh"
11898,Second Home - Cox's Bazar,15,5,"Dhaka, Bangladesh"
11899,Second Home - Rooftop restaurant,2,18,"Dhaka, Bangladesh"
11900,Secret Mixed Delight,6,14,"Dhaka, Bangladesh"
11901,Secret Oven,16,4,"Dhaka, Bangladesh"
11902,Secret Recipe (Delivery) - Gulshan 2 (pandago),17,3,"Dhaka, Bangladesh"
11903,Secret Recipe (Standard) - Khulshi,7,13,"Dhaka, Bangladesh"
11904,Secret Salt,6,14,"Dhaka, Bangladesh"
11905,Sector 07 Chotpoti & Fuchka,7,13,"Dhaka, Bangladesh"
11906,Sector 7,14,6,"Dhaka, Bangladesh"
11907,Seddiqua's Kitchen,18,2,"Dhaka, Bangladesh"
11908,Seema's Kitchen,2,18,"Dhaka, Bangladesh"
11909,Segafredo Zanetti Espresso,8,12,"Dhaka, Bangladesh"
11910,Seher Kitchen Burgers & Shakes,16,4,"Dhaka, Bangladesh"
11911,Sehrish Food Heaven,15,5,"Dhaka, Bangladesh"
11912,Sel Nibash Hotel,19,1,"Dhaka, Bangladesh"
11913,Selfi Niharika Hotel & Restaurant,2,18,"Dhaka, Bangladesh"
11914,Selfie Kitchen,1,19,"Dhaka, Bangladesh"
11915,Selfie Lover Restaurant,15,5,"Dhaka, Bangladesh"
11916,Selim Bakorkhani House,20,0,"Dhaka, Bangladesh"
11917,Selim Biryani House,13,7,"Dhaka, Bangladesh"
11918,Selim Hotel & Restaurant,16,4,"Dhaka, Bangladesh"
11919,Selim Kebab Ghar & Restaurant,7,13,"Dhaka, Bangladesh"
11920,Selima's Kitchen,13,7,"Dhaka, Bangladesh"
11921,Selina's Kitchen,8,12,"Dhaka, Bangladesh"
11922,Sen House,11,9,"Dhaka, Bangladesh"
11923,Sena Food Place & Restaurant,6,14,"Dhaka, Bangladesh"
11924,Senang,3,17,"Dhaka, Bangladesh"
11925,Senorita Beach Cafe,2,18,"Dhaka, Bangladesh"
11926,Seoul Express- Mirpur,17,3,"Dhaka, Bangladesh"
11927,Sera Coolfie - pandago,2,18,"Dhaka, Bangladesh"
11928,Serajun's Kitchen,7,13,"Dhaka, Bangladesh"
11929,Setara Cafe,1,19,"Dhaka, Bangladesh"
11930,Setu Hotel,13,7,"Dhaka, Bangladesh"
11931,Seven Eleven,2,18,"Dhaka, Bangladesh"
11932,Seven One Restaurant & Party Center,1,19,"Dhaka, Bangladesh"
11933,Seven Star Chicken House,1,19,"Dhaka, Bangladesh"
11934,Seyamoon Chinese Restora,8,12,"Dhaka, Bangladesh"
11935,Shaad Biriyani House,15,5,"Dhaka, Bangladesh"
11936,Shaad Biryani House,7,13,"Dhaka, Bangladesh"
11937,Shaad Biryani House - Uttara,14,6,"Dhaka, Bangladesh"
11938,Shaad Cafe,2,18,"Dhaka, Bangladesh"
11939,Shaad E Bahar- Bangla Khabar,3,17,"Dhaka, Bangladesh"
11940,Shaad Fuchka,1,19,"Opposite of Car Selection, Road No: 111, Gulshan- 2, 1212 Dhaka"
11946,Shaad Hotel & Biriyani House,11,9,"Dhaka, Bangladesh"
11947,Shaad Kitchen,8,12,"Dhaka, Bangladesh"
11948,Shaade Bangaliaana,14,6,"Dhaka, Bangladesh"
11949,Shaader Ghor,16,4,"Dhaka, Bangladesh"
11950,Shaader Hari,17,3,"Dhaka, Bangladesh"
11951,Shack Burger - Uttara,5,15,"Dhaka, Bangladesh"
11952,Shad Bichitra Doi & Mistanno Bhandar,15,5,"Dhaka, Bangladesh"
11953,Shad Biriyani House.Mozumpur,1,19,"Dhaka, Bangladesh"
11954,Shad Biryani - Shekhertek,3,17,"Dhaka, Bangladesh"
11955,Shad Biryani Ghar - Sector 07,14,6,"Dhaka, Bangladesh"
11956,Shad Biryani House,16,4,"Dhaka, Bangladesh"
11957,Shad Confectionery,1,19,"Dhaka, Bangladesh"
11958,Shad Food Corner,14,6,"Dhaka, Bangladesh"
11959,Shad Fuchka House,1,19,"Dhaka, Bangladesh"
11960,Shad Grahi Homemade Food,7,13,"Dhaka, Bangladesh"
11961,Shad Kabab Ghor,5,15,"Dhaka, Bangladesh"
11962,Shad O Ghoroa,7,13,"Dhaka, Bangladesh"
11963,Shad Restora & Party Center,18,2,"Dhaka, Bangladesh"
11964,Shad Tehari & Biryani House,5,15,"Dhaka, Bangladesh"
11965,Shad Tehari Ghar,3,17,"Dhaka, Bangladesh"
11966,Shader Adda Biryani House,15,5,"Dhaka, Bangladesh"
11967,Shader Ahar,11,9,"Dhaka, Bangladesh"
11968,Shader Bhojon Tehari Ghor,1,19,"Dhaka, Bangladesh"
11969,Shader Nasta,14,6,"Dhaka, Bangladesh"
11970,Shader Rannaghor,1,19,"Dhaka, Bangladesh"
11971,Shader Vubon - pandago,11,9,"Dhaka, Bangladesh"
11972,Shadher Khoni Bakery and Sweets,20,0,"Dhaka, Bangladesh"
11973,Shadher Roshui Ghor,10,10,"Dhaka, Bangladesh"
11974,Shadhin Restaurant,4,16,"2/GA/1, Nabab Habibullah Road, Dhaka (Near PG Hospital), 1211 Dhaka"
12053,Shadman Kitchen,9,11,"Dhaka, Bangladesh"
12054,Shaera's Cooking,5,15,"Dhaka, Bangladesh"
12055,Shafa's Kitchen,13,7,"Dhaka, Bangladesh"
12056,Shafat Catering Service,17,3,"Dhaka, Bangladesh"
12057,Shafi's Kitchen,20,0,"Dhaka, Bangladesh"
12058,Shagor Puri House-Dinajpur,9,11,"Dhaka, Bangladesh"
12059,Shagorika Mini Food,13,7,"Dhaka, Bangladesh"
12060,Shagotom Hotel & Restaurant,5,15,"Dhaka, Bangladesh"
12061,Shagufta's Kitchen,11,9,"Dhaka, Bangladesh"
12062,Shah Alam Biryani House,9,11,"Dhaka, Bangladesh"
12063,Shah Alam Hotel,12,8,"Dhaka, Bangladesh"
12064,Shah Chandrapuri Chotpoti & Fuchka,8,12,"Dhaka, Bangladesh"
12065,Shah Food Corner,13,7,"Dhaka, Bangladesh"
12066,Shah Jalal Shah Poran Restora,7,13,"Dhaka, Bangladesh"
12067,Shah Mukh Dum Hotel & Restaurant,1,19,"Dhaka, Bangladesh"
12068,Shahaan Dine,14,6,"Dhaka, Bangladesh"
12069,Shahajalal Hotel & Restaurant,6,14,"Dhaka, Bangladesh"
12070,Shahajalal Limon Hotel,18,2,"Dhaka, Bangladesh"
12071,Shahan Shah Hotel And Restaurant,16,4,"Dhaka, Bangladesh"
12072,Shahana Home Kitchen,16,4,"Dhaka, Bangladesh"
12073,Shahanaj Kitchen,12,8,"Dhaka, Bangladesh"
12074,Shahanaj's Kitchen,7,13,"Dhaka, Bangladesh"
12075,Shahanara's Sylheti Kitchen,18,2,"Dhaka, Bangladesh"
12076,Shahanaz's Kitchen,16,4,"Dhaka, Bangladesh"
12077,Shahanazâ€™s Kitchen,20,0,"Dhaka, Bangladesh"
12078,Shahanaâ€™s Cooking Tale,13,7,"Dhaka, Bangladesh"
12079,Shahangir Mini Chinese,19,1,"Dhaka, Bangladesh"
12080,Shaharin Kitchen,16,4,"Dhaka, Bangladesh"
12081,Shaheb Ali Chotpoti,20,0,"Dhaka, Bangladesh"
12082,Shaheb Babur Boitok Khana,2,18,"Dhaka, Bangladesh"
12083,Shahebi Restaurant & Biryani House- Satkhira,9,11,"Dhaka, Bangladesh"
12084,Shaheda Home Food,18,2,"Dhaka, Bangladesh"
12085,Shahee Nimontron Bangla Restora,14,6,"Dhaka, Bangladesh"
12086,Shaheen Hotel & Restaurant,8,12,"Dhaka, Bangladesh"
12087,Shaheen's Homemade Food Corner,1,19,"Dhaka, Bangladesh"
12088,Shaheen's Kitchen,14,6,"Dhaka, Bangladesh"
12089,Shaheena's Kitchen,12,8,"Dhaka, Bangladesh"
12090,Shahi Bhoj,3,17,"Dhaka, Bangladesh"
12091,Shahi Bhuna Khichuri & Fast Food,8,12,"Dhaka, Bangladesh"
12092,Shahi Biryani - Kodomtola,9,11,"Dhaka, Bangladesh"
12093,Shahi Biryani House - Narsingdi,13,7,"Dhaka, Bangladesh"
12094,Shahi Biryani Mahal,13,7,"Dhaka, Bangladesh"
12095,Shahi Biryani- Khalishpur,9,11,"Dhaka, Bangladesh"
12096,Shahi Chotpoti House - Khalishpur,13,7,"Dhaka, Bangladesh"
12097,Shahi Chotpoti and Fuchka House,3,17,"Dhaka, Bangladesh"
12098,Shahi Delhi Darbar,17,3,"Dhaka, Bangladesh"
12099,Shahi Delhi Darbar Restaurant,14,6,"Dhaka, Bangladesh"
12100,Shahi Dhaka Biryani House,14,6,"Dhaka, Bangladesh"
12101,Shahi Fuchka Ghor,17,3,"Dhaka, Bangladesh"
12102,Shahi Fuchka and Bhelpuri,18,2,"Dhaka, Bangladesh"
12103,Shahi Haleem Fuchka Ghor,5,15,"Dhaka, Bangladesh"
12104,Shahi Hazi Biryani & Bangla Restora,20,0,"Dhaka, Bangladesh"
12105,Shahi Hazi Biryani House,7,13,"Dhaka, Bangladesh"
12106,Shahi Hazi Biryani House - Chawkbazar,12,8,"Dhaka, Bangladesh"
12107,Shahi Hazi Biryani House -Medical College,3,17,"Dhaka, Bangladesh"
12108,Shahi Jilapi House,8,12,"Dhaka, Bangladesh"
12109,Shahi Kalai,14,6,"Dhaka, Bangladesh"
12110,Shahi Khana Pina,2,18,"Dhaka, Bangladesh"
12111,Shahi Khana by Munia,16,4,"Dhaka, Bangladesh"
12112,Shahi Kitchen,10,10,"Dhaka, Bangladesh"
12113,Shahi Kulfi - Chittagong,9,11,"Dhaka, Bangladesh"
12114,Shahi Kulfi - Malibagh,2,18,"Dhaka, Bangladesh"
12115,Shahi Maloncho,11,9,"Dhaka, Bangladesh"
12116,Shahi Maloncho & Biryani House,13,7,"Dhaka, Bangladesh"
12117,Shahi Mitali Restaurant,19,1,"Dhaka, Bangladesh"
12118,Shahi Mokka Biryani House,18,2,"Dhaka, Bangladesh"
12119,Shahi Muri - Nikunja,10,10,"Dhaka, Bangladesh"
12120,Shahi Muri Bhorta,9,11,"Dhaka, Bangladesh"
12121,Shahi Muri Ghor,4,16,"Dhaka, Bangladesh"
12122,Shahi Muri Vorta - Mirpur 2,17,3,"Dhaka, Bangladesh"
12123,Shahi Restaurant,2,18,"Dhaka, Bangladesh"
12124,Shahi Sofik Mamar Chotpoti & Fuchka,13,7,"Dhaka, Bangladesh"
12125,Shahi Tehari Ghor,5,15,"Dhaka, Bangladesh"
12126,Shahida's Cooking House,7,13,"Dhaka, Bangladesh"
12127,Shahieen's Kitchen,8,12,"Dhaka, Bangladesh"
12128,Shahin Hotel & Biryani House-Mohipal,1,19,"Dhaka, Bangladesh"
12129,Shahin's Kitchen - Noakhali,18,2,"Dhaka, Bangladesh"
12130,Shahina's Home Kitchen,11,9,"Dhaka, Bangladesh"
12131,Shahjahan Hotel & Restaurant,11,9,"Dhaka, Bangladesh"
12132,Shahjalal Dosa Express,18,2,"Dhaka, Bangladesh"
12133,Shahjalal Restaurant and Shahi Biryani,2,18,"Dhaka, Bangladesh"
12134,Shahjalal Shah Poran Hotel And Restaurant,6,14,"Dhaka, Bangladesh"
12135,Shahnaj Home Made Food,20,0,"Dhaka, Bangladesh"
12136,Shahnaj's Kitchen,13,7,"Dhaka, Bangladesh"
12137,Shahnazâ€™s Kitchen,15,5,"Dhaka, Bangladesh"
12138,Shahrin's Kitchen,12,8,"Dhaka, Bangladesh"
12139,Shaibal Beach Cafe,4,16,"Dhaka, Bangladesh"
12140,Shaiyaan's Mom Kitchen,18,2,"Dhaka, Bangladesh"
12141,Shajahan Hotel,8,12,"Dhaka, Bangladesh"
12142,Shajalal Dosa Express,8,12,"Dhaka, Bangladesh"
12143,Shajalal Snacks,7,13,"Dhaka, Bangladesh"
12144,Shaju's Kitchen,10,10,"Dhaka, Bangladesh"
12145,Shake Me Juice Bar and Restaurant,13,7,"Dhaka, Bangladesh"
12146,Shake N Make,12,8,"Dhaka, Bangladesh"
12147,Shake Station,4,16,"Dhaka, Bangladesh"
12148,Shake n Sip,12,8,"Dhaka, Bangladesh"
12149,Shakeaholic,16,4,"Dhaka, Bangladesh"
12150,Shaker's Frozen Food-Homemade Food,2,18,"Dhaka, Bangladesh"
12151,Shakes & Chiller,14,6,"Dhaka, Bangladesh"
12152,Shakib's 75 Restaurant - Dhanmondi,1,19,"Dhaka, Bangladesh"
12153,Shakil Canteen Plus,12,8,"Dhaka, Bangladesh"
12154,Shakil Hostel Canteen,7,13,"Dhaka, Bangladesh"
12155,Shakil Puri House,6,14,"Dhaka, Bangladesh"
12156,Shakil's Kitchen,5,15,"Dhaka, Bangladesh"
12157,Shakti Foundation,5,15,"Dhaka, Bangladesh"
12158,Shalimar Bar-B-Q House,13,7,"Dhaka, Bangladesh"
12159,Shalimar Restaurant,17,3,"Dhaka, Bangladesh"
12160,Shama Canteen,11,9,"Dhaka, Bangladesh"
12161,Shameem's Kitchen,5,15,"Dhaka, Bangladesh"
12162,Shamim Bhaiyer Bahari Chotpoti Fuchka & Doi Fuckha,5,15,"Dhaka, Bangladesh"
12163,Shamim Fast Food- 7 Rasta,17,3,"Dhaka, Bangladesh"
12164,Shamim Hotel,17,3,"Dhaka, Bangladesh"
12165,Shamima Omar's Home Kitchen,16,4,"Dhaka, Bangladesh"
12166,Shamima's Home Kitchen,18,2,"Dhaka, Bangladesh"
12167,Shamima's Kitchen,14,6,"Dhaka, Bangladesh"
12168,Shamima's Rosui Ghor,16,4,"Dhaka, Bangladesh"
12169,Shammi's Kitchen,15,5,"Dhaka, Bangladesh"
12170,Shammu Kitchen,11,9,"Dhaka, Bangladesh"
12171,Shamoly Bangla Hotel Restaurant & Fast Food,15,5,"Dhaka, Bangladesh"
12172,Shamoly Hotel & Restaurant,6,14,"Dhaka, Bangladesh"
12173,Shampa'r Ranna Ghor,5,15,"Dhaka, Bangladesh"
12174,Shampa's Cake and Fast Food,8,12,"Dhaka, Bangladesh"
